rainfall_mm,rolling_rainfall_24h,rolling_rainfall_72h,soil_moisture_pct,slope_angle_deg,elevation_m,avg_neighbor_risk,landslide_occurred
56.48,93.23,164.14,33.91,51.44,1208.65,41.02,0
18.69,37.2,54.15,29.34,37.48,1072.33,26.66,0
119.8,166.27,281.84,52.03,48.78,1014.15,55.63,1
65.73,142.33,192.4,48.24,10.54,1121.62,20.34,0
84.38,200.64,261.16,30.86,7.88,996.99,13.42,0
39.61,64.49,91.73,30.0,19.62,1205.59,23.25,1
74.81,111.46,123.53,48.93,11.42,1881.57,20.1,0
21.26,78.73,115.79,48.01,29.72,1384.02,28.16,0
200.3,230.82,288.03,70.81,29.39,1559.11,47.84,1
133.66,145.59,202.01,63.3,32.03,1315.09,34.61,0
72.58,109.38,288.36,63.07,40.03,1403.88,54.53,1
117.76,131.3,171.62,47.22,50.65,1277.78,54.52,0
43.22,124.4,262.08,44.79,46.28,202.39,52.08,1
130.04,162.61,249.84,66.54,10.56,2099.22,19.09,0
54.73,94.46,288.05,49.89,20.91,215.54,33.1,0
52.01,73.88,150.35,35.02,17.02,920.54,31.4,0
33.37,74.3,92.75,33.89,13.31,354.98,5.0,0
91.26,189.32,261.73,58.22,30.6,339.01,34.86,1
70.48,157.79,170.46,60.52,31.0,1697.38,28.64,1
159.39,175.08,211.65,36.8,15.68,980.56,18.36,0
30.37,31.49,104.59,29.04,38.46,1712.22,37.9,0
91.53,128.55,202.74,55.26,39.45,681.93,41.89,1
141.65,174.4,309.44,64.11,5.99,650.1,21.11,0
78.9,110.04,213.21,42.13,23.6,639.9,35.0,0
53.99,80.26,263.29,49.95,46.84,1351.48,46.58,1
77.57,92.92,227.87,54.32,29.45,1739.25,27.64,1
151.76,319.8,445.39,59.32,21.34,1031.91,40.5,0
151.72,287.39,511.43,81.02,16.92,889.54,52.0,0
63.92,93.98,225.2,35.59,16.44,2048.48,34.27,0
150.13,196.1,362.03,40.7,9.69,377.67,29.07,1
68.26,150.43,175.48,30.18,43.41,1098.93,43.56,0
116.94,162.81,228.67,42.57,9.07,946.55,35.25,1
98.41,126.51,227.17,37.12,18.74,341.35,18.21,0
52.47,64.62,148.35,28.54,7.15,672.99,18.26,0
34.33,76.39,125.3,49.68,41.73,205.46,41.08,1
143.92,157.67,284.12,42.99,6.85,1860.06,24.66,1
168.51,262.11,405.9,77.26,19.49,1335.31,52.04,1
90.14,130.78,206.88,42.25,31.94,1739.29,52.27,1
68.2,129.04,197.02,57.65,24.25,1167.03,32.07,0
27.31,59.26,117.3,30.59,18.27,1319.04,17.89,0
141.67,216.24,345.73,59.25,17.93,1516.67,44.51,0
83.55,107.98,175.11,48.17,42.5,1920.62,45.37,1
57.84,109.63,191.79,45.43,50.78,328.92,24.7,0
119.0,150.0,306.11,58.7,21.36,795.35,35.75,0
23.3,58.21,153.28,42.54,6.84,1532.6,12.44,0
32.08,113.52,195.69,44.76,6.72,2018.78,21.88,0
42.06,63.78,118.78,34.18,40.68,2062.57,31.77,0
96.47,150.88,230.3,61.83,30.96,1394.3,35.17,1
78.14,179.31,229.21,49.25,41.83,527.52,35.38,1
103.73,183.15,274.75,67.07,37.78,382.46,49.15,1
135.84,160.87,220.4,64.31,47.65,1994.79,58.36,1
106.08,165.97,230.48,34.93,46.63,996.16,38.48,0
202.85,210.26,290.06,59.76,42.05,529.89,35.81,1
135.65,218.98,414.98,59.2,27.33,1971.09,47.68,1
63.82,261.77,361.42,61.37,19.48,353.82,38.57,0
47.05,99.24,136.1,39.88,28.83,1572.66,36.87,0
65.16,169.7,236.82,59.92,28.6,1369.26,25.09,1
108.41,119.99,175.85,30.16,33.68,321.08,29.09,0
50.78,67.72,121.96,24.54,13.75,810.56,5.0,0
110.28,142.14,197.68,33.27,35.81,442.36,47.31,1
102.55,139.32,207.65,55.78,26.46,1328.77,33.45,1
33.95,86.38,137.14,46.59,34.15,1080.37,27.07,0
134.1,159.24,210.15,38.26,16.26,158.34,14.94,0
88.11,134.45,190.45,44.3,25.42,2052.64,19.69,0
196.96,278.29,332.55,52.48,14.88,831.69,37.18,1
68.42,128.15,174.01,29.3,46.14,653.5,31.88,0
56.01,87.04,199.66,47.16,27.93,583.76,32.57,0
30.6,101.09,163.83,43.5,15.57,459.69,37.98,0
30.22,60.18,130.45,48.63,6.94,2098.32,11.17,0
124.42,168.87,235.83,65.12,36.76,725.46,32.05,1
185.15,263.64,316.54,64.5,15.09,940.75,35.85,0
64.53,100.55,145.23,25.91,51.51,1849.14,31.99,0
61.68,75.24,194.2,44.9,30.08,1401.68,46.38,0
72.69,116.21,162.6,51.64,18.58,868.95,34.57,0
139.72,218.69,266.6,62.33,35.91,1901.74,40.23,1
34.18,118.15,257.45,62.01,17.94,1611.96,22.89,0
81.18,97.48,154.08,28.02,43.55,594.41,34.28,0
126.16,194.69,274.09,46.75,19.49,1405.29,29.88,1
95.72,130.07,195.04,44.61,51.45,1948.68,48.56,1
4.04,113.24,190.82,52.75,33.44,1118.1,42.69,1
106.42,120.25,296.18,45.75,44.69,1580.54,40.73,1
96.31,163.94,213.91,32.38,8.42,2043.65,29.18,0
156.25,187.7,300.54,59.54,21.37,1496.31,40.3,1
176.38,201.85,320.56,45.8,39.66,349.76,43.78,1
151.54,232.45,346.19,48.28,35.79,626.89,38.74,1
72.95,162.64,334.24,40.36,14.13,1310.44,34.48,0
17.94,23.06,40.52,30.89,21.74,687.33,7.61,0
61.37,143.27,173.98,48.84,17.38,2017.21,31.67,0
71.41,110.9,154.89,45.25,33.83,940.44,22.92,0
183.74,226.35,284.99,42.77,21.19,1041.6,38.47,1
39.91,53.01,145.49,30.79,19.53,1518.12,21.98,0
23.89,88.42,133.99,38.71,14.75,1172.29,14.41,0
51.01,221.76,267.1,51.16,24.22,895.18,33.74,0
41.57,68.39,152.51,23.32,14.19,299.44,28.59,0
21.95,117.45,222.95,47.49,50.24,1313.07,37.33,1
65.49,106.91,185.46,27.3,12.26,1841.78,17.97,0
73.29,101.02,209.57,47.4,47.93,1487.24,38.46,1
20.85,31.53,58.0,30.51,25.14,893.92,19.12,0
55.76,160.44,211.26,41.27,22.76,399.07,24.02,0
39.6,84.95,127.61,45.06,15.87,1741.86,5.0,0
74.89,103.83,160.43,44.34,34.88,1986.41,24.52,0
79.87,112.9,188.92,53.32,37.22,907.13,49.6,1
39.6,107.78,129.95,31.32,26.98,1570.85,27.91,0
133.37,162.27,218.5,33.85,7.62,950.99,22.66,0
70.34,88.7,139.18,25.74,48.17,1129.42,37.08,0
41.03,79.14,107.39,43.28,51.08,1781.13,38.29,0
19.68,56.88,166.97,29.63,25.26,312.68,24.24,0
82.69,119.25,197.53,49.05,33.84,1184.15,39.34,1
96.16,125.38,182.23,46.82,26.16,568.51,30.17,0
48.98,146.7,335.66,34.87,20.13,812.62,27.88,0
76.48,287.68,317.8,71.49,8.63,1406.64,31.04,0
176.37,192.71,387.56,67.04,26.44,203.1,25.26,1
120.74,124.89,192.83,49.58,43.46,1307.96,43.85,1
9.34,43.87,91.72,39.32,5.8,702.71,5.0,0
40.68,45.53,103.33,36.31,32.36,1455.49,26.4,0
63.33,72.93,134.6,31.81,46.4,426.08,28.38,0
73.02,100.23,309.47,51.84,15.22,1584.83,32.37,0
77.58,145.42,238.19,37.48,13.61,1409.0,30.66,0
92.3,126.51,164.7,38.94,41.3,2043.92,49.15,1
64.79,67.58,186.16,50.18,16.99,1926.91,11.82,0
70.22,104.08,166.11,50.99,14.02,702.44,28.68,0
124.62,160.51,169.99,49.38,22.77,203.27,27.46,0
83.76,120.12,237.0,52.69,23.45,1427.97,28.24,0
28.21,116.34,234.99,43.51,46.08,1325.63,51.35,1
74.57,152.88,217.05,40.48,34.07,203.49,34.83,0
63.45,107.5,159.88,24.84,24.08,389.22,32.18,1
13.1,162.72,288.22,57.49,30.12,1290.17,31.75,0
77.14,104.29,154.92,55.99,49.84,1928.06,36.46,1
31.32,69.03,210.57,31.76,10.32,1917.68,29.53,0
125.76,166.64,218.08,45.58,14.76,445.4,37.1,0
91.46,102.02,174.83,42.7,50.24,899.92,42.98,1
26.94,68.48,166.86,50.77,49.99,234.25,20.21,1
122.26,130.8,217.52,51.03,13.33,1065.08,22.72,0
157.78,181.46,230.13,44.47,11.82,1618.51,24.61,1
58.21,103.76,198.92,52.44,24.79,1690.45,27.93,0
63.2,75.62,190.95,55.61,7.34,1123.03,21.41,0
114.97,168.22,207.74,45.21,35.78,336.95,33.23,1
150.71,171.23,271.19,66.58,8.64,893.66,32.24,0
16.81,47.75,119.16,31.75,7.73,1967.6,5.0,0
29.6,89.75,131.07,33.14,27.8,597.74,36.41,0
51.73,90.8,183.59,43.35,50.02,773.52,56.18,1
55.81,108.17,230.99,62.19,25.06,1606.31,25.06,0
112.92,170.44,224.95,52.33,21.75,1580.48,22.62,1
151.18,189.75,285.35,44.4,51.9,1928.79,55.83,1
158.04,212.62,274.33,61.91,30.0,906.83,29.08,1
16.43,39.77,149.08,23.68,22.64,1153.47,20.82,0
37.88,97.51,233.25,51.64,23.14,1061.42,40.2,0
45.0,79.71,169.65,52.37,14.16,1959.12,27.12,0
37.76,137.2,251.87,38.26,29.07,1650.19,52.18,0
91.29,137.56,263.82,41.68,25.63,1771.31,36.53,0
98.38,124.68,178.94,57.62,17.73,409.54,19.17,0
69.64,130.01,191.05,46.95,12.55,1694.1,22.27,1
65.25,167.61,264.62,51.53,19.63,994.31,30.42,0
53.32,81.67,234.47,49.81,28.91,195.51,33.84,0
57.84,82.34,117.39,43.31,7.74,267.17,13.26,0
175.18,176.6,279.74,62.3,12.23,1471.92,20.86,0
107.62,153.8,299.56,43.75,49.54,875.42,54.45,1
54.77,86.77,156.83,34.52,30.51,1842.83,18.8,0
64.4,124.6,201.89,58.35,7.98,1581.83,14.2,0
92.63,153.76,229.97,47.7,37.58,192.28,38.84,0
26.93,38.0,111.63,30.84,7.9,1489.43,5.0,0
76.29,154.36,202.02,59.84,39.73,525.09,45.14,1
103.94,125.45,197.2,51.32,40.25,974.04,22.51,1
95.7,124.18,172.87,38.03,35.6,1368.23,39.68,1
38.45,91.93,202.29,62.83,39.41,1851.8,28.48,1
44.01,59.33,83.23,48.37,9.13,1039.39,8.48,0
11.65,36.36,159.87,28.19,39.16,1726.56,39.64,0
110.87,124.84,259.08,44.72,11.42,1676.78,43.87,0
220.1,302.88,389.13,70.32,20.96,958.35,42.69,1
34.42,64.96,251.57,60.1,49.31,1126.91,32.59,1
135.2,147.85,247.11,48.05,28.64,1515.95,43.34,0
208.53,222.11,314.72,52.09,50.47,210.74,52.03,1
49.64,123.26,146.22,29.41,9.18,1887.08,17.03,0
64.46,84.28,223.28,56.78,27.45,1651.14,37.68,0
81.99,109.93,154.16,35.53,7.93,636.36,5.0,0
93.78,136.67,177.47,30.8,34.62,2063.3,34.13,0
84.88,117.19,205.49,53.47,8.7,499.81,17.35,0
52.47,58.59,107.45,41.29,13.24,1932.47,25.78,0
102.93,167.8,237.29,53.49,17.17,782.72,33.91,0
53.34,87.62,232.68,36.86,40.19,1638.14,28.55,0
88.66,140.58,315.16,50.57,12.71,1039.93,41.36,0
67.96,136.25,190.76,42.47,44.79,1586.11,44.78,0
14.86,19.37,90.57,54.25,11.2,453.78,5.0,0
147.38,216.11,456.58,73.32,6.66,675.54,38.68,1
44.89,230.4,404.07,50.96,23.57,344.72,52.72,0
156.31,212.36,340.06,54.37,51.03,1837.03,46.41,1
131.92,232.42,281.19,54.42,10.19,727.77,38.22,1
80.39,161.25,216.38,50.7,9.78,1504.23,10.0,0
96.89,163.85,290.81,50.62,40.3,1749.43,39.66,1
104.38,187.23,207.7,50.01,19.67,1907.77,19.84,1
60.45,153.08,293.26,55.87,38.71,357.28,56.24,1
62.45,157.6,317.42,53.65,14.4,1891.38,28.52,0
101.22,114.76,179.78,55.21,26.62,534.64,20.16,1
68.46,154.83,330.99,60.53,17.47,1586.96,38.87,1
52.6,86.48,188.21,51.08,26.22,1571.26,35.14,0
38.93,136.41,173.28,52.74,41.15,166.58,43.02,0
90.33,149.95,233.59,39.49,40.81,580.22,39.84,0
43.8,57.15,109.15,30.5,29.24,1109.22,27.77,0
118.4,225.04,314.97,66.45,48.63,969.07,47.6,1
124.62,146.22,181.3,56.41,17.4,1941.22,37.43,0
96.42,128.97,312.51,65.74,16.29,851.49,42.37,0
109.4,233.03,342.51,38.87,33.85,1977.12,54.66,1
96.6,143.1,203.83,45.12,34.2,1045.89,42.16,1
114.28,145.69,237.01,49.44,7.19,2030.49,26.25,0
111.28,150.57,228.49,44.65,33.57,1587.84,27.32,1
87.24,118.11,305.29,40.42,22.6,1767.2,41.52,1
132.94,206.46,283.47,44.32,40.13,354.51,46.25,1
61.93,93.58,181.86,30.83,42.98,1292.98,49.53,1
39.83,80.18,111.71,44.68,30.95,428.27,33.41,0
38.31,101.59,191.06,37.58,5.08,730.36,21.78,0
55.82,114.16,213.74,34.86,34.91,1365.95,23.5,0
12.92,36.14,76.74,30.28,40.2,1566.14,29.16,0
79.87,154.02,272.08,39.25,16.7,226.41,25.96,0
105.25,132.37,151.19,58.19,26.84,1185.34,29.46,0
123.54,140.13,211.06,47.31,50.39,1252.36,42.74,1
17.83,24.69,55.37,29.15,19.01,303.71,13.35,0
39.25,75.45,157.07,51.63,15.49,1126.34,24.75,0
116.2,124.86,187.53,55.41,14.91,1541.99,19.55,0
60.6,81.05,184.63,54.29,31.26,253.79,33.58,0
103.78,144.92,221.3,58.69,49.64,1632.52,34.23,1
25.81,117.08,219.08,51.16,33.61,1274.03,29.94,0
155.2,188.45,271.16,48.43,19.26,1774.79,37.14,0
24.15,34.96,178.99,59.3,35.01,575.22,24.59,0
78.36,116.63,249.29,55.32,34.37,1774.88,49.28,1
79.69,168.54,218.87,50.77,33.06,334.39,44.04,0
48.66,81.29,219.28,54.87,12.49,937.47,21.8,0
94.28,196.24,295.35,53.65,34.82,539.0,67.04,1
95.97,136.94,288.48,40.67,25.22,1858.24,46.71,1
89.51,158.42,200.03,41.36,5.87,1524.59,10.93,0
48.02,97.14,132.08,49.87,30.37,199.46,34.1,0
41.49,140.13,175.54,43.21,51.5,168.57,44.59,1
51.79,207.95,383.79,53.76,21.44,717.94,35.43,0
37.36,65.63,218.87,49.96,50.38,429.4,38.08,1
136.68,183.68,316.25,52.84,9.52,1379.09,37.39,1
55.01,146.23,178.55,28.37,39.43,1444.4,32.26,1
76.9,127.31,260.74,59.89,10.37,1986.8,24.96,0
115.91,122.37,156.14,54.27,17.86,2006.48,15.06,0
35.98,69.03,78.69,22.97,31.83,1434.85,19.01,0
23.3,73.38,135.23,55.76,32.86,161.07,28.84,0
37.46,154.66,226.65,34.14,41.43,850.05,44.97,1
82.45,127.55,291.6,44.05,33.92,1150.63,21.51,1
78.86,98.09,139.28,29.06,32.9,1123.4,30.32,0
89.4,140.37,390.96,65.86,47.88,1326.51,52.08,1
64.58,173.97,263.56,48.13,26.25,2023.08,46.74,1
6.22,30.86,105.68,32.46,15.59,1876.13,40.82,0
63.2,90.62,165.21,51.18,12.6,362.37,17.08,0
125.47,150.44,185.27,30.68,23.8,668.66,14.4,0
145.38,157.75,222.87,59.53,38.5,1774.56,40.75,1
73.59,117.18,210.71,44.19,7.0,1757.4,18.36,0
79.05,118.82,253.81,62.44,11.07,686.97,41.45,0
102.57,109.91,173.47,47.06,9.99,1574.65,32.34,0
142.9,163.52,252.6,33.17,32.51,1460.47,45.37,0
69.36,117.38,240.95,31.2,16.41,1073.37,23.23,0
101.68,169.45,231.81,61.98,12.81,542.84,30.5,1
46.5,127.59,267.5,58.99,32.86,1882.85,41.9,1
26.26,97.93,207.92,38.26,40.78,1471.81,41.99,1
50.1,91.71,219.34,45.75,20.61,479.54,16.35,0
162.72,173.06,194.8,55.14,32.18,1524.36,42.41,1
102.96,137.78,204.8,57.88,9.61,1595.8,21.99,0
28.34,30.73,84.19,50.98,48.95,1879.42,34.88,1
105.95,154.15,172.27,57.87,20.83,584.54,20.62,0
30.11,54.02,256.5,58.46,51.88,2078.07,44.02,1
88.62,92.97,226.12,62.05,50.99,449.12,50.09,1
34.93,89.86,117.73,24.89,41.6,1321.34,19.8,0
27.04,135.55,302.83,59.99,5.94,1431.49,32.59,0
179.06,187.84,265.58,65.3,30.54,966.96,29.81,1
54.98,113.21,217.35,66.87,9.08,1076.32,5.28,0
101.8,132.02,186.47,47.64,47.07,1887.27,56.8,0
71.28,92.86,232.22,35.29,42.11,1408.28,35.82,0
32.03,53.66,129.73,51.25,50.7,1119.15,34.37,1
59.11,89.32,196.8,54.97,33.59,400.28,43.99,1
32.25,62.37,210.14,33.66,29.54,164.31,48.32,0
256.37,296.71,412.46,61.11,29.39,393.69,36.31,1
113.25,132.99,195.65,53.86,23.16,2014.56,20.92,0
70.4,93.98,170.3,35.84,27.03,1639.97,21.93,0
98.43,160.61,290.59,52.98,34.86,2035.88,50.19,1
108.78,126.94,133.53,33.34,48.85,219.63,52.44,1
108.96,159.5,227.38,64.17,33.01,1476.43,28.22,1
106.1,137.61,218.07,54.66,45.28,236.37,54.84,1
101.11,127.55,223.33,30.81,45.55,1675.01,38.41,1
74.24,206.35,260.82,63.3,29.39,892.85,39.88,1
170.88,183.54,259.01,59.72,21.33,336.74,22.05,0
77.39,190.9,280.12,34.47,35.06,1257.69,41.07,1
71.76,146.51,234.79,43.52,25.96,696.23,32.29,0
77.82,102.28,188.76,49.11,8.83,1436.17,16.93,0
81.47,157.72,221.61,41.8,22.76,1433.44,33.35,0
17.96,19.1,110.76,43.77,51.72,1524.76,31.28,0
37.17,59.65,221.52,40.73,7.28,2085.31,13.91,0
64.58,82.98,159.15,35.71,37.74,904.06,38.09,0
17.16,72.56,163.53,51.71,44.54,1057.37,49.72,1
70.32,139.03,214.4,31.65,35.49,1718.99,37.19,1
80.78,135.53,292.74,50.42,31.78,1277.82,45.05,1
25.3,71.11,139.14,23.19,38.26,222.65,39.45,0
44.16,123.93,168.78,42.76,25.18,1794.0,34.41,0
148.92,221.03,339.14,55.9,9.29,250.42,23.38,1
99.06,123.01,188.99,38.83,50.23,483.1,38.1,1
95.55,121.87,236.28,49.51,25.32,349.06,27.39,1
138.1,207.37,266.9,42.54,36.27,301.96,57.21,1
37.72,77.76,116.16,40.35,29.97,200.09,30.76,0
25.37,67.56,145.23,49.25,7.57,257.3,19.14,0
127.01,173.48,203.45,35.62,49.78,1012.76,48.06,1
65.82,72.63,167.19,60.0,42.25,643.06,27.32,0
36.97,59.98,186.52,36.28,12.01,396.75,36.7,0
17.83,76.71,287.75,38.04,51.14,1434.48,56.1,0
78.4,101.25,159.2,46.16,39.63,590.92,41.51,0
60.76,95.21,144.93,37.81,27.2,186.95,13.06,0
53.82,112.43,237.28,51.99,33.73,965.92,44.27,0
8.62,91.46,211.42,30.81,10.02,755.34,19.02,0
169.55,259.22,383.55,67.22,31.34,771.28,36.99,1
21.56,114.71,327.55,56.19,8.46,1018.28,22.01,0
57.52,94.62,175.18,32.09,30.61,1454.38,21.38,0
51.02,85.14,321.97,49.71,30.98,1352.13,32.48,0
100.91,115.19,179.81,62.43,46.1,1977.66,41.63,1
18.01,126.94,179.32,47.68,39.08,1159.55,33.8,0
93.46,126.44,175.76,33.36,16.73,1071.51,25.89,0
78.66,185.88,233.24,38.5,46.76,566.16,58.95,1
42.59,94.14,312.64,41.65,31.94,1622.99,41.58,1
91.39,176.88,329.52,57.88,33.5,424.51,26.85,1
70.24,109.34,317.04,58.44,12.94,1107.71,29.61,1
193.78,256.61,277.43,62.3,45.32,971.58,57.54,1
60.72,148.21,181.82,42.02,48.76,1433.69,42.2,1
33.34,60.88,127.04,51.72,41.42,1939.36,46.62,1
94.05,187.53,247.57,49.12,49.22,1995.86,51.72,1
55.61,71.83,163.06,46.55,19.21,477.21,9.05,0
69.3,199.13,280.88,38.75,45.47,660.54,49.23,1
25.54,72.14,112.69,50.03,27.98,1732.69,27.61,0
101.88,125.22,181.22,53.24,12.7,1160.65,29.86,0
49.47,123.2,191.7,44.94,36.43,1033.42,50.79,1
82.63,135.95,172.39,53.47,37.15,1535.72,42.48,1
222.72,229.97,303.96,70.82,18.49,1323.75,37.41,0
58.34,88.56,126.66,52.74,6.29,2042.89,18.68,0
110.63,127.61,200.32,50.75,14.39,1288.75,22.32,0
61.14,79.57,124.19,35.24,23.79,1058.65,11.88,0
43.02,60.85,194.0,31.92,12.88,1208.49,22.61,0
152.05,212.78,314.36,48.53,14.12,1726.65,34.97,0
13.34,91.05,191.17,48.33,23.4,1344.72,18.75,0
128.44,149.95,268.78,57.03,50.2,1411.74,60.89,1
11.78,16.95,121.64,41.89,40.92,2044.31,41.72,0
120.45,270.55,404.18,52.48,20.03,1355.87,31.36,1
70.01,116.99,203.71,40.81,49.73,891.56,56.04,1
33.41,107.53,225.4,46.08,35.35,1498.09,35.65,0
51.87,87.54,185.91,36.31,26.41,1435.95,23.56,0
106.95,110.78,208.74,57.11,27.01,177.0,40.5,1
210.31,266.81,295.33,78.2,24.3,1061.29,36.32,1
18.67,139.54,180.67,31.63,15.95,1598.66,38.31,0
35.03,59.51,151.29,25.06,23.17,1123.13,18.43,0
23.65,26.91,76.41,28.77,29.81,1670.26,9.76,0
60.8,74.99,151.22,52.42,29.82,1029.22,26.99,1
122.44,199.07,256.38,47.87,40.8,2067.48,50.02,1
20.98,74.01,132.71,54.33,21.86,721.14,15.65,0
68.77,162.51,243.99,48.65,38.69,329.64,30.87,0
120.06,162.01,229.36,56.04,32.17,988.52,38.34,1
51.34,119.23,284.81,54.88,50.21,1206.33,39.78,1
79.13,108.63,139.27,46.05,23.11,830.73,26.76,0
145.35,160.66,270.05,55.16,47.36,622.45,45.94,1
30.13,98.16,219.8,34.76,43.57,1460.51,46.58,0
14.77,92.27,264.15,41.73,34.97,885.39,29.72,1
85.51,110.49,193.13,47.62,35.76,1381.17,46.33,1
87.03,200.73,315.62,49.05,8.98,1669.19,27.59,0
48.82,164.63,329.04,56.09,49.66,1633.96,60.58,1
42.13,60.06,114.52,55.15,10.03,881.85,22.28,0
70.95,89.67,134.45,45.09,31.47,1257.4,19.71,1
29.7,49.24,134.11,36.34,20.51,1026.83,29.42,0
29.73,67.45,136.85,47.68,25.2,1848.07,13.99,0
106.51,137.19,253.39,48.57,33.68,1863.58,28.25,1
28.08,40.23,72.22,26.56,47.72,820.3,49.76,0
15.67,35.74,194.22,39.18,26.51,328.89,39.36,0
42.06,46.02,138.24,29.46,51.42,476.79,57.81,0
49.68,54.66,122.83,37.7,32.86,865.65,25.97,0
93.45,103.27,182.86,51.19,12.55,1250.29,22.06,0
44.83,189.52,327.48,66.99,13.93,1430.73,37.14,0
160.23,293.53,399.36,56.49,38.66,796.17,53.05,1
73.43,144.26,222.93,55.53,7.37,1451.62,15.17,0
37.81,63.01,133.46,33.57,27.58,1978.59,19.39,1
90.97,100.61,172.99,38.11,11.97,1421.43,21.86,0
158.52,199.79,313.25,56.17,25.36,459.2,30.18,1
104.71,162.34,229.38,56.18,40.25,1280.35,32.59,1
19.9,41.73,150.31,25.41,26.56,1206.7,30.36,0
52.77,108.18,153.87,36.19,12.68,1847.87,18.39,0
81.8,95.86,146.55,44.99,16.84,833.09,28.59,0
102.02,127.67,205.82,45.76,22.27,974.74,25.4,1
61.06,94.94,165.06,49.78,8.27,1317.39,12.69,0
55.3,191.23,243.83,43.78,32.46,1172.63,41.15,0
192.93,212.72,250.61,41.29,33.55,1552.08,32.43,1
105.67,163.1,210.97,61.93,7.92,228.76,15.31,0
91.15,108.27,288.28,55.51,23.91,1248.86,31.02,0
46.22,61.18,113.66,44.66,24.46,387.26,21.52,0
29.35,51.09,67.22,45.68,20.69,764.66,31.63,0
92.16,134.56,216.25,59.14,31.21,1440.17,23.93,1
112.88,236.59,289.07,48.96,21.26,456.96,44.8,0
69.07,93.8,159.88,43.72,24.57,752.24,32.64,0
105.84,183.76,312.48,40.78,42.48,1520.86,61.46,1
107.53,247.92,317.09,65.19,12.62,1419.07,56.45,1
117.51,168.03,232.41,39.54,34.1,327.53,49.34,1
19.6,107.53,161.96,38.04,28.76,1275.67,36.81,0
53.84,74.53,142.08,47.14,19.34,437.15,11.76,0
95.69,152.0,250.27,32.71,39.19,641.93,32.8,1
71.7,138.8,161.51,60.13,30.91,1045.46,33.54,1
107.73,119.29,153.5,55.58,27.44,363.23,14.39,0
91.11,109.98,209.58,43.33,36.38,2087.61,42.47,1
9.33,42.02,122.91,35.43,42.71,472.47,17.76,0
134.92,157.21,213.41,41.91,50.72,1673.56,55.65,1
49.14,85.0,187.81,58.5,34.58,1768.19,32.26,0
36.12,45.99,108.43,27.35,46.1,2089.2,36.8,0
132.2,263.53,391.17,70.4,5.05,985.87,26.38,1
102.65,186.19,240.95,47.24,29.92,1854.48,20.84,1
143.52,434.39,479.38,79.0,15.09,2017.2,54.88,1
82.38,95.41,364.5,63.46,9.43,487.14,43.68,0
53.35,111.29,225.02,54.45,30.0,1084.9,32.07,0
76.31,98.79,147.67,32.42,40.1,267.02,40.43,0
31.27,46.14,108.86,36.72,24.38,1360.41,19.66,1
23.14,103.45,158.37,31.44,36.5,1283.74,36.08,0
43.72,87.18,113.67,46.69,28.02,548.05,31.41,0
169.57,200.48,265.56,66.2,25.54,1705.91,39.68,1
47.03,98.69,184.37,54.46,18.64,222.67,35.74,0
16.0,35.62,196.68,51.21,22.98,1722.14,32.69,0
62.25,81.27,155.32,47.64,21.44,201.96,24.74,0
46.58,69.79,129.12,31.24,35.37,1430.82,24.82,0
136.41,228.03,400.03,61.66,10.45,303.6,32.45,0
162.39,248.95,401.13,52.65,9.35,639.89,42.18,1
51.62,64.04,149.43,47.42,36.02,1557.73,20.8,0
82.33,209.91,290.65,41.47,30.68,696.79,49.05,0
86.82,127.48,225.11,53.76,25.22,1146.79,29.77,0
67.07,124.3,178.63,47.73,12.16,1934.73,14.15,0
59.04,81.58,160.44,47.86,24.32,246.79,17.83,1
34.28,76.63,129.67,29.82,42.12,1731.61,40.39,1
13.66,28.45,183.38,36.87,46.81,277.28,41.72,0
34.12,55.29,101.68,33.97,38.02,397.25,43.15,0
65.48,141.19,230.36,65.13,7.82,382.67,11.86,0
21.01,97.97,189.59,26.64,36.51,2088.5,31.5,0
79.56,138.74,300.66,58.69,16.33,501.36,31.61,1
72.65,101.93,160.83,45.47,19.82,1898.69,17.94,0
46.64,58.84,110.53,28.57,14.21,2082.32,16.86,0
57.31,156.59,266.89,56.69,41.46,898.38,47.45,1
24.37,105.35,207.76,47.22,35.48,1380.54,40.75,0
116.22,122.26,332.62,61.05,33.76,1669.23,57.25,1
115.0,192.9,279.16,43.61,36.39,915.66,32.35,1
28.09,58.98,212.21,32.19,16.13,465.54,28.29,0
28.76,97.46,241.55,39.66,25.9,995.84,28.48,0
34.47,44.49,96.01,37.91,34.76,1655.18,31.5,0
98.69,122.29,151.57,55.22,34.92,1672.49,35.77,0
86.65,131.44,197.2,56.7,42.22,599.55,32.22,1
131.29,262.66,387.61,76.96,18.49,491.18,32.96,0
140.3,185.19,348.55,45.69,41.21,1945.09,54.96,1
19.33,108.43,113.79,22.65,25.69,235.8,24.13,0
96.49,146.1,192.29,49.04,36.5,1582.74,34.56,1
136.92,185.21,282.84,45.36,26.42,240.52,42.33,0
54.76,116.29,229.19,39.6,49.58,1783.91,52.79,1
68.23,108.04,149.94,46.63,13.43,1915.56,15.06,0
61.44,135.88,188.8,33.89,36.73,729.97,29.38,0
63.32,79.19,104.28,46.3,32.1,294.17,16.98,0
115.97,156.0,339.1,46.28,13.12,1087.33,33.57,0
188.71,327.56,417.08,73.86,8.1,732.0,24.76,1
156.88,248.54,301.05,63.85,42.56,963.42,48.91,1
48.24,101.15,248.83,33.35,12.4,1446.72,35.84,0
